Date	Total	Merch	Bikes	Repairs	Loyal Member
3/17/2025	202	40	0	162	1
3/18/2025	50	30	0	20	1
3/19/2025	24	24	0	0	1
3/20/2025	0	0	0	0	0
3/21/2025	0	0	0	0	0
3/22/2025	0	0	0	0	0
3/23/2025	62	62	0	0	1
3/24/2025	0	0	0	0	1
3/25/2025	22	0	0	22	1
3/26/2025	749	685	0	64	1
3/27/2025	0	0	0	0	1
3/28/2025	547	547	0	0	1
3/29/2025	0	0	0	0	0
3/30/2025	60	0	0	60	0
3/31/2025	129	129	0	0	0
4/1/2025	12	12	0	0	1
4/2/2025	0	0	0	0	1
4/3/2025	0	0	0	0	1
4/4/2025	0	0	0	0	1
4/5/2025	0	0	0	0	1
4/6/2025	1092.6	210.8	881.8	0	1
4/7/2025	80.5	45.5	0	35	0
4/8/2025	756	41	0	715	0
4/9/2025	3060	0	0	3060	0
4/10/2025	320	25	0	295	0
4/11/2025	0	0	0	0	0
4/12/2025	0	0	0	0	0
4/13/2025	77	42	0	35	0
4/14/2025	772	22	0	750	0
4/15/2025	141	38	0	103	1
4/16/2025	30	30	0	0	0
4/17/2025	75	75	0	0	0
4/18/2025	160	32	0	128	0
4/19/2025	754.75	156.75	598	0	0
4/20/2025	262	116	0	146	1
4/21/2025	274	130	0	144	1
4/22/2025	485	61	0	424	1
4/23/2025	74	54	0	20	1
4/24/2025	1553.75	123.75	0	1430	1
4/25/2025	16	16	0	0	0
4/26/2025	221	163	0	58	0
4/27/2025	18	18	0	0	1
4/28/2025	1480	48	1432	0	1
4/29/2025	106	66	0	40	1
4/30/2025	16	16	0	0	1
5/1/2025	123.5	123.5	0	0	1
5/2/2025	40	0	0	40	1
5/3/2025	57	57	0	0	1
5/4/2025	21	21	0	0	0
5/5/2025	52	52	0	0	0
5/6/2025	64	64	0	0	0
5/7/2025	34	34	0	0	0
5/8/2025	136	136	0	0	0
5/9/2025	61	61	0	0	0
5/10/2025	63	63	0	0	0
5/11/2025	26	26	0	0	0
5/12/2025	56	56	0	0	0
5/13/2025	53	53	0	0	0
5/14/2025	18	18	0	0	0
5/15/2025	3	3	0	0	0
5/16/2025	60	60	0	0	0
5/17/2025	23	23	0	0	1
5/18/2025	81	81	0	0	1
5/19/2025	38	38	0	0	1
5/20/2025	545	194	351	0	1
5/21/2025	3	3	0	0	1
5/22/2025	15	15	0	0	1
5/23/2025	43	43	0	0	0
5/24/2025	25	25	0	0	0
5/25/2025	25	25	0	0	0
5/26/2025	60	60	0	0	0
5/27/2025	0	0	0	0	1
5/28/2025	11	11	0	0	1
5/29/2025	56	56	0	0	1
5/30/2025	0	0	0	0	1
5/31/2025	30	30	0	0	1
6/1/2025	38	38	0	0	0
6/2/2025	15	15	0	0	0
6/3/2025	0	0	0	0	0
6/4/2025	24	24	0	0	0
6/5/2025	0	0	0	0	1
6/6/2025	0	0	0	0	1
6/7/2025	0	0	0	0	1
6/8/2025	0	0	0	0	1
6/9/2025	0	0	0	0	1
6/10/2025	51.5	51.5	0	0	0
6/11/2025	51	51	0	0	1
6/12/2025	50	50	0	0	1
6/13/2025	0	0	0	0	1
6/14/2025	0	0	0	0	1
6/15/2025	0	0	0	0	1
6/16/2025	0	0	0	0	1
6/17/2025	0	0	0	0	1
6/18/2025	0	0	0	0	1
6/19/2025	845	0	0	845	1
6/20/2025	110	0	0	110	1
6/21/2025	1064	39	0	1025	1
6/22/2025	0	0	0	0	1
6/23/2025	0	0	0	0	1
6/24/2025	0	0	0	0	1
6/25/2025	0	0	0	0	1
6/26/2025	33.2	33.2	0	0	1
6/27/2025	136.2	136.2	0	0	1
6/28/2025	15	15	0	0	1
6/29/2025	75	0	0	75	1
6/30/2025	387	84	0	303	1
7/1/2025	250	0	0	250	1
7/2/2025	0	0	0	0	1
7/3/2025	0	0	0	0	1
7/4/2025	0	0	0	0	1
7/5/2025	0	0	0	0	1
7/6/2025	97	0	0	97	1
7/7/2025	0	0	0	0	1
7/8/2025	0	0	0	0	1
7/9/2025	55	35	0	20	1
7/10/2025	0	0	0	0	1
7/11/2025	0	0	0	0	1
7/12/2025	0	0	0	0	1
7/13/2025	0	0	0	0	1
7/14/2025	0	0	0	0	1
7/15/2025	0	0	0	0	1
7/16/2025	0	0	0	0	1
7/17/2025	0	0	0	0	1
7/18/2025	0	0	0	0	1
7/19/2025	189	189	0	0	0
7/20/2025	120	120	0	0	1
7/21/2025	65	25	0	40	1
7/22/2025	7	7	0	0	1
7/23/2025	244	94	0	150	1
7/24/2025	396.5	265.5	0	131	1
7/25/2025	1091	23	0	1068	1
7/26/2025	200	24	0	176	1
7/27/2025	941	16	0	925	1
7/28/2025	18	18	0	0	0
7/29/2025	0	0	0	0	0
7/30/2025	25	25	0	0	0
7/31/2025	205	120	0	85	0
8/1/2025	275	275	0	0	0
8/2/2025	415	50	0	365	1
8/3/2025	0	0	0	0	1
8/4/2025	35	35	0	0	1
8/5/2025	454	40	0	414	1
8/6/2025	109.3	109.3	0	0	0
8/7/2025	0	0	0	0	0
8/8/2025	0	0	0	0	0
8/9/2025	0	0	0	0	0
8/10/2025	0	0	0	0	0
8/11/2025	14	0	0	14	0
8/12/2025	0	0	0	0	0
8/13/2025	46	0	0	46	0
8/14/2025	0	0	0	0	0
8/15/2025	15	15	0	0	0
8/16/2025	160	160	0	0	0
8/17/2025	15	0	0	15	0
8/18/2025	53	0	0	53	0
8/19/2025	15	15	0	0	0
8/20/2025	30	30	0	0	0
8/21/2025	80	0	0	80	0
8/22/2025	55	55	0	0	0
8/23/2025	15	15	0	0	0
8/24/2025	162	0	0	162	0
8/25/2025	10	10	0	0	0
8/26/2025	210	210	0	0	0
8/27/2025	4222	8	4214	0	0
8/28/2025	0	0	0	0	0
8/29/2025	0	0	0	0	0
8/30/2025	18	18	0	0	0
8/31/2025	80	80	0	0	1
9/1/2025	0	0	0	0	1
9/2/2025	2805	16	2789	0	1
9/3/2025	58	58	0	0	0
9/4/2025	0	0	0	0	0
9/5/2025	0	0	0	0	0
9/6/2025	65	65	0	0	0
9/7/2025	10	10	0	0	0
9/8/2025	0	0	0	0	0
9/9/2025	124.75	124.75	0	0	0
9/10/2025	65	25	0	40	0
9/11/2025	0	0	0	0	1
9/12/2025	12	12	0	0	0
9/13/2025	186	186	0	0	0
9/14/2025	165.5	165.5	0	0	0
9/15/2025	45	45	0	0	1
9/16/2025	61	61	0	0	1
9/17/2025	0	0	0	0	1
9/18/2025	1262	0	1262	0	1
9/19/2025	0	0	0	0	1
9/20/2025	0	0	0	0	1
9/21/2025	0	0	0	0	0
9/22/2025	146	146	0	0	0
9/23/2025	15	15	0	0	0
9/24/2025	228.1	74.6	0	153.5	0
9/25/2025	15	15	0	0	0
9/26/2025	125	125	0	0	0
9/27/2025	0	0	0	0	1
9/28/2025	0	0	0	0	1
9/29/2025	0	0	0	0	1
9/30/2025	25	25	0	0	0
10/1/2025	33.5	33.5	0	0	0
10/2/2025	0	0	0	0	0
10/3/2025	0	0	0	0	0
10/4/2025	0	0	0	0	0
10/5/2025	18	18	0	0	0
10/6/2025	88.3	88.3	0	0	0
10/7/2025	0	0	0	0	0
10/8/2025	0	0	0	0	1
10/9/2025	0	0	0	0	0
10/10/2025	0	0	0	0	0
10/11/2025	10	10	0	0	0
10/12/2025	15	15	0	0	0
10/13/2025	45	45	0	0	0
10/14/2025	23	23	0	0	0
10/15/2025	91	0	0	91	0
10/16/2025	0	0	0	0	1
10/17/2025	0	0	0	0	1
10/18/2025	0	0	0	0	0
10/19/2025	20	20	0	0	0
10/20/2025	51	51	0	0	0
10/21/2025	125	125	0	0	0
10/22/2025	32	32	0	0	0
10/23/2025	15	15	0	0	0
10/24/2025	70.8	18	0	52.8	1
10/25/2025	765	15	0	750	1
10/26/2025	760	10	0	750	1
10/27/2025	270	270	0	0	0
10/28/2025	200	200	0	0	0
10/29/2025	175	175	0	0	0
10/30/2025	202	202	0	0	0
10/31/2025	84	84	0	0	1
11/1/2025	0	0	0	0	1
11/2/2025	20	0	0	20	1
11/3/2025	0	0	0	0	1
11/4/2025	0	0	0	0	1
11/5/2025	0	0	0	0	0
11/6/2025	0	0	0	0	0
11/7/2025	0	0	0	0	0
11/8/2025	33	0	0	33	0
11/9/2025	0	0	0	0	0
11/10/2025	12	0	0	12	0
11/11/2025	0	0	0	0	0
11/12/2025	51	51	0	0	0
11/13/2025	12	0	0	12	0
11/14/2025	133	133	0	0	0
11/15/2025	32	32	0	0	0
11/16/2025	0	0	0	0	0
11/17/2025	0	0	0	0	0
11/18/2025	36	36	0	0	0
11/19/2025	0	0	0	0	0
11/20/2025	12	0	0	12	0
11/21/2025	0	0	0	0	0
11/22/2025	0	0	0	0	0
11/23/2025	168	168	0	0	1
11/24/2025	0	0	0	0	0
11/25/2025	138	138	0	0	0
11/26/2025	60	0	0	60	1
11/27/2025	0	0	0	0	1
11/28/2025	40	40	0	0	1
11/29/2025	2117	97	0	2020	1
11/30/2025	103	103	0	0	1
12/1/2025	0	0	0	0	1
12/2/2025	48	0	0	48	1
12/3/2025	0	0	0	0	1
12/4/2025	0	0	0	0	1
12/5/2025	0	0	0	0	1
12/6/2025	0	0	0	0	1
12/7/2025	10	10	0	0	1
12/8/2025	0	0	0	0	1
12/9/2025	25	0	0	25	1
12/10/2025	45	45	0	0	1
12/11/2025	108	90	0	18	1
12/12/2025	156	141	0	15	0
12/13/2025	50	50	0	0	1
12/14/2025	50	50	0	0	1
12/15/2025	68	50	0	18	1
12/16/2025	50	50	0	0	1
12/17/2025	50	50	0	0	1
12/18/2025	0	0	0	0	1
12/19/2025	0	0	0	0	1
12/20/2025	0	0	0	0	1
12/21/2025	50	50	0	0	1
12/22/2025	50	50	0	0	1
12/23/2025	70	50	0	20	1
12/24/2025	78	78	0	0	1
12/25/2025	55	55	0	0	1
12/26/2025	55	55	0	0	1
12/27/2025	55	55	0	0	1
12/28/2025	70	70	0	0	1
12/29/2025	50	50	0	0	1
12/30/2025	0	0	0	0	0
12/31/2025	0	0	0	0	0
1/1/2026	0	0	0	0	0
1/2/2026	470	30	0	440	1
1/3/2026	63	63	0	0	1
1/4/2026	285	45	0	240	1
1/5/2026	0	0	0	0	1
1/6/2026	140	140	0	0	1
1/7/2026	50	50	0	0	1
1/8/2026	0	0	0	0	0
1/9/2026	0	0	0	0	0
1/10/2026	15	0	0	15	0
1/11/2026	25	25	0	0	0
1/12/2026	35	0	0	35	0
1/13/2026	67.5	67.5	0	0	0
1/14/2026	25	0	0	25	0
1/15/2026	258	238	0	20	0
1/16/2026	80	25	0	55	0
1/17/2026	107	87	0	20	0
1/18/2026	92	31	0	61	0
1/19/2026	898.5	58	840.5	0	0
1/20/2026	196	196	0	0	0
1/21/2026	3	3	0	0	1
1/22/2026	98	83	0	15	1
1/23/2026	0	0	0	0	1
1/24/2026	74	0	0	74	1
1/25/2026	1328	362	0	966	1
1/26/2026	45	45	0	0	1
1/27/2026	33	33	0	0	0
1/28/2026	220	220	0	0	0
1/29/2026	137	109	0	28	0
1/30/2026	32	0	0	32	0
1/31/2026	92.5	92.5	0	0	1
2/1/2026	53	53	0	0	1
2/2/2026	52	52	0	0	1
2/3/2026	1479	0	1451	28	1
2/4/2026	95	95	0	0	1
2/5/2026	53	53	0	0	0
2/6/2026	20	20	0	0	0
2/7/2026	191	191	0	0	0
2/8/2026	48	48	0	0	0
2/9/2026	10	10	0	0	0
2/10/2026	105	105	0	0	1
2/11/2026	234	234	0	0	1
2/12/2026	372	286	0	86	1
2/13/2026	122	66	0	56	1
2/14/2026	0	0	0	0	0
2/15/2026	0	0	0	0	0
2/16/2026	43.6	43.6	0	0	0
2/17/2026	65	65	0	0	0
2/18/2026	0	0	0	0	0
2/19/2026	45	45	0	0	0
2/20/2026	0	0	0	0	0
2/21/2026	39	39	0	0	0
2/22/2026	0	0	0	0	1
2/23/2026	0	0	0	0	0
2/24/2026	0	0	0	0	0
2/25/2026	0	0	0	0	0
2/26/2026	0	0	0	0	0
2/27/2026	67	67	0	0	0
2/28/2026	0	0	0	0	0
3/1/2026	0	0	0	0	0
3/2/2026	0	0	0	0	0
3/3/2026	0	0	0	0	1
3/4/2026	52	29	0	23	0
3/5/2026	139	0	0	139	0
3/6/2026	0	0	0	0	1
3/7/2026	0	0	0	0	1
3/8/2026	60	60	0	0	1
3/9/2026	36	36	0	0	1
3/10/2026	76	0	0	76	1
3/11/2026	409	0	0	409	1
3/12/2026	25	25	0	0	1
3/13/2026	0	0	0	0	0
3/14/2026	0	0	0	0	0
3/15/2026	0	0	0	0	0
3/16/2026	50	50	0	0	1
3/17/2026	50	50	0	0	1
3/18/2026	100	100	0	0	1
3/19/2026	189	148	0	41	1
3/20/2026	0	0	0	0	1
3/21/2026	0	0	0	0	1
3/22/2026	0	0	0	0	0
3/23/2026	144	144	0	0	0
3/24/2026	32	32	0	0	0
3/25/2026	25	25	0	0	0
3/26/2026	59	0	0	59	0
3/27/2026	63	25	0	38	0
3/28/2026	0	0	0	0	0
3/29/2026	105	105	0	0	1
3/30/2026	25	25	0	0	1
3/31/2026	0	0	0	0	0
4/1/2026	0	0	0	0	0
4/2/2026	0	0	0	0	0
4/3/2026	0	0	0	0	0
4/4/2026	0	0	0	0	0
4/5/2026	20	0	0	20	0
4/6/2026	0	0	0	0	0
4/7/2026	0	0	0	0	1
4/8/2026	21	0	0	21	1
4/9/2026	75	75	0	0	0
4/10/2026	0	0	0	0	0
4/11/2026	55	25	0	30	0
4/12/2026	0	0	0	0	0
4/13/2026	0	0	0	0	0
4/14/2026	0	0	0	0	0
4/15/2026	0	0	0	0	0
4/16/2026	0	0	0	0	0
4/17/2026	30	0	0	30	0
4/18/2026	35	35	0	0	0
4/19/2026	0	0	0	0	0
4/20/2026	0	0	0	0	0
4/21/2026	0	0	0	0	0
4/22/2026	7	7	0	0	0
4/23/2026	0	0	0	0	0
4/24/2026	0	0	0	0	0
4/25/2026	0	0	0	0	0
4/26/2026	32	0	0	32	0
4/27/2026	23	0	0	23	0
4/28/2026	200	0	0	200	0
4/29/2026	3178	326	0	2852	0
4/30/2026	845	0	0	845	0
5/1/2026	5819	51	5768	0	0
5/2/2026	1824	0	0	1824	1
5/3/2026	14379	0	14132	247	1
5/4/2026	208	30	0	178	1
5/5/2026	15	15	0	0	1
5/6/2026	15	15	0	0	1
5/7/2026	0	0	0	0	1
5/8/2026	0	0	0	0	1
5/9/2026	18	18	0	0	1
5/10/2026	12	12	0	0	1
5/11/2026	0	0	0	0	1
5/12/2026	5	5	0	0	1
5/13/2026	14	14	0	0	1
5/14/2026	0	0	0	0	1
5/15/2026	0	0	0	0	1
5/16/2026	0	0	0	0	1
5/17/2026	0	0	0	0	0
5/18/2026	0	0	0	0	0
5/19/2026	20	20	0	0	0
5/20/2026	0	0	0	0	0
5/21/2026	0	0	0	0	0
5/22/2026	0	0	0	0	0
5/23/2026	0	0	0	0	1
5/24/2026	0	0	0	0	1
5/25/2026	0	0	0	0	1
5/26/2026	0	0	0	0	0
5/27/2026	0	0	0	0	0
5/28/2026	113.75	0	113.75	0	0
5/29/2026	0	0	0	0	0
5/30/2026	0	0	0	0	0
5/31/2026	0	0	0	0	0
6/1/2026	0	0	0	0	0
6/2/2026	48	48	0	0	0
6/3/2026	0	0	0	0	0
6/4/2026	0	0	0	0	0
6/5/2026	0	0	0	0	0
6/6/2026	0	0	0	0	0
6/7/2026	220	0	0	220	0
6/8/2026	1389.7	163.7	0	1226	1
6/9/2026	35	35	0	0	1
6/10/2026	0	0	0	0	1
6/11/2026	0	0	0	0	1
6/12/2026	0	0	0	0	1
6/13/2026	0	0	0	0	1
6/14/2026	0	0	0	0	0
6/15/2026	0	0	0	0	0
6/16/2026	21.5	21.5	0	0	0
6/17/2026	144	0	0	144	0
6/18/2026	0	0	0	0	1
6/19/2026	0	0	0	0	1
6/20/2026	0	0	0	0	1
6/21/2026	0	0	0	0	1
6/22/2026	0	0	0	0	1
6/23/2026	0	0	0	0	0
6/24/2026	0	0	0	0	0
6/25/2026	0	0	0	0	0
6/26/2026	0	0	0	0	0
6/27/2026	0	0	0	0	0
6/28/2026	0	0	0	0	0
6/29/2026	0	0	0	0	0
6/30/2026	0	0	0	0	0
7/1/2026	67	67	0	0	0
7/2/2026	0	0	0	0	0
7/3/2026	25	25	0	0	0
7/4/2026	65	0	0	65	0
7/5/2026	0	0	0	0	0
7/6/2026	20	0	0	20	0
7/7/2026	0	0	0	0	0
7/8/2026	275	0	0	275	0
7/9/2026	0	0	0	0	0
7/10/2026	0	0	0	0	1
7/11/2026	75	75	0	0	0
7/12/2026	0	0	0	0	0
7/13/2026	0	0	0	0	0
7/14/2026	0	0	0	0	0
7/15/2026	0	0	0	0	0
7/16/2026	50	50	0	0	0
7/17/2026	0	0	0	0	0
7/18/2026	155	155	0	0	1
7/19/2026	40	40	0	0	1
7/20/2026	163	163	0	0	0
7/21/2026	193	153	0	40	0
7/22/2026	0	0	0	0	1
7/23/2026	10	10	0	0	1
7/24/2026	0	0	0	0	1
7/25/2026	0	0	0	0	1
7/26/2026	26	26	0	0	1
7/27/2026	0	0	0	0	1
7/28/2026	0	0	0	0	1
7/29/2026	122	122	0	0	0
7/30/2026	0	0	0	0	0
7/31/2026	15	15	0	0	0
8/1/2026	7	7	0	0	0
8/2/2026	0	0	0	0	0
8/3/2026	0	0	0	0	0
8/4/2026	1463	0	1463	0	0
8/5/2026	20	20	0	0	1
8/6/2026	15	15	0	0	1
8/7/2026	30	30	0	0	0
8/8/2026	45	0	0	45	0
8/9/2026	375	0	0	375	0
8/10/2026	65	0	0	65	0
8/11/2026	82	0	0	82	0
8/12/2026	25	25	0	0	1
8/13/2026	0	0	0	0	1
8/14/2026	0	0	0	0	1
8/15/2026	0	0	0	0	1
8/16/2026	0	0	0	0	0
8/17/2026	0	0	0	0	0
8/18/2026	0	0	0	0	0
8/19/2026	0	0	0	0	0
8/20/2026	94	94	0	0	0
8/21/2026	0	0	0	0	0
8/22/2026	0	0	0	0	0
8/23/2026	0	0	0	0	0
8/24/2026	22	22	0	0	0
8/25/2026	0	0	0	0	0
8/26/2026	40	40	0	0	0
8/27/2026	40	40	0	0	0
8/28/2026	40	40	0	0	0
8/29/2026	0	0	0	0	0
8/30/2026	87.1	87.1	0	0	1
8/31/2026	0	0	0	0	1
9/1/2026	171	0	0	171	1
9/2/2026	21	21	0	0	1
9/3/2026	0	0	0	0	1
9/4/2026	20	20	0	0	0
9/5/2026	128	128	0	0	0
9/6/2026	64	64	0	0	0
9/7/2026	0	0	0	0	0
9/8/2026	0	0	0	0	0
9/9/2026	80	80	0	0	0
9/10/2026	0	0	0	0	0
9/11/2026	0	0	0	0	0
9/12/2026	0	0	0	0	0
9/13/2026	0	0	0	0	0
9/14/2026	343	15	0	328	0
9/15/2026	42	0	0	42	0
9/16/2026	32	15	0	17	0
9/17/2026	33	15	0	18	0
9/18/2026	126	126	0	0	0
9/19/2026	107	107	0	0	0
9/20/2026	226	226	0	0	0
9/21/2026	1412.27	19	1393.27	0	0
9/22/2026	15	15	0	0	0
9/23/2026	15	15	0	0	1
9/24/2026	0	0	0	0	1
9/25/2026	0	0	0	0	1
9/26/2026	32	0	0	32	1
9/27/2026	35	35	0	0	1
9/28/2026	0	0	0	0	1
9/29/2026	54	0	0	54	1
9/30/2026	853	0	0	853	1
10/1/2026	0	0	0	0	1
10/2/2026	0	0	0	0	0
10/3/2026	15	15	0	0	0
10/4/2026	29	29	0	0	1
10/5/2026	35	35	0	0	1
10/6/2026	0	0	0	0	1
10/7/2026	0	0	0	0	1
10/8/2026	22.25	22.25	0	0	1
10/9/2026	15	15	0	0	1
10/10/2026	0	0	0	0	1
10/11/2026	0	0	0	0	1
10/12/2026	63	63	0	0	1
10/13/2026	54.5	54.5	0	0	1
10/14/2026	30	30	0	0	1
10/15/2026	38	0	0	38	1
10/16/2026	150	150	0	0	1
10/17/2026	114	114	0	0	1
10/18/2026	0	0	0	0	1
10/19/2026	0	0	0	0	1
10/20/2026	0	0	0	0	0
10/21/2026	0	0	0	0	0
10/22/2026	0	0	0	0	0
10/23/2026	0	0	0	0	0
10/24/2026	0	0	0	0	0
10/25/2026	0	0	0	0	0
10/26/2026	20	20	0	0	0
10/27/2026	38	0	0	38	0
10/28/2026	30	30	0	0	1
10/29/2026	58	58	0	0	0
10/30/2026	1018	18	0	1000	0
10/31/2026	282	265	0	17	0
11/1/2026	140	140	0	0	0
11/2/2026	42	42	0	0	0
11/3/2026	97	80	0	17	0
11/4/2026	98	98	0	0	0
11/5/2026	2052	132	0	1920	1
11/6/2026	0	0	0	0	1
11/7/2026	1582	125	1457	0	0
11/8/2026	0	0	0	0	0
11/9/2026	73	20	0	53	0
11/10/2026	537.5	85.5	0	452	0
11/11/2026	697	72	0	625	0
11/12/2026	485	35	0	450	0
11/13/2026	869	31	0	838	0
11/14/2026	114	114	0	0	1
11/15/2026	1297	80	1217	0	1
11/16/2026	103	103	0	0	0
11/17/2026	0	0	0	0	0
11/18/2026	3107.5	194.5	2913	0	0
11/19/2026	4976	0	4925	51	0
11/20/2026	60	30	0	30	1
11/21/2026	0	0	0	0	1
11/22/2026	18	18	0	0	1
11/23/2026	38	38	0	0	1
11/24/2026	524.57	509.57	0	15	1
11/25/2026	0	0	0	0	0
11/26/2026	0	0	0	0	0
11/27/2026	23	23	0	0	1
11/28/2026	43	43	0	0	1
11/29/2026	22	22	0	0	1
11/30/2026	0	0	0	0	1
12/1/2026	0	0	0	0	1
12/2/2026	16	16	0	0	1
12/3/2026	0	0	0	0	1
12/4/2026	20	20	0	0	0
12/5/2026	0	0	0	0	0
12/6/2026	132	132	0	0	0
12/7/2026	0	0	0	0	0
12/8/2026	47	0	0	47	0
12/9/2026	18	18	0	0	0
12/10/2026	0	0	0	0	0
12/11/2026	0	0	0	0	0
12/12/2026	0	0	0	0	1
12/13/2026	55	55	0	0	0
12/14/2026	55	55	0	0	0
12/15/2026	0	0	0	0	1
12/16/2026	0	0	0	0	1
12/17/2026	85	85	0	0	1
12/18/2026	103	103	0	0	1
12/19/2026	0	0	0	0	1
12/20/2026	40	40	0	0	1
12/21/2026	220	220	0	0	1
12/22/2026	55.6	45.6	0	10	0
12/23/2026	685	107	0	578	0
12/24/2026	0	0	0	0	0
12/25/2026	0	0	0	0	0
12/26/2026	0	0	0	0	0
12/27/2026	19	19	0	0	0
12/28/2026	113.3	113.3	0	0	0
12/29/2026	109.2	109.2	0	0	0
12/30/2026	10	10	0	0	0
12/31/2026	0	0	0	0	0
1/1/2027	242	242	0	0	0
1/2/2027	60	60	0	0	0
1/3/2027	2954	0	2954	0	0
1/4/2027	58	58	0	0	1
1/5/2027	35	20	0	15	1
1/6/2027	70	55	0	15	1
1/7/2027	167.5	167.5	0	0	1
1/8/2027	20	20	0	0	1
1/9/2027	5	0	0	5	1
1/10/2027	33.5	33.5	0	0	0
1/11/2027	33	0	0	33	0
1/12/2027	0	0	0	0	1
1/13/2027	30	0	0	30	1
1/14/2027	294	0	0	294	1
1/15/2027	46	0	0	46	1
1/16/2027	697	0	0	697	1
1/17/2027	276	0	0	276	1
1/18/2027	775	0	0	775	1
1/19/2027	271	271	0	0	0
1/20/2027	36	36	0	0	0
1/21/2027	0	0	0	0	0
1/22/2027	0	0	0	0	0
1/23/2027	0	0	0	0	0
1/24/2027	0	0	0	0	0
1/25/2027	24	24	0	0	0
1/26/2027	24	24	0	0	1
1/27/2027	0	0	0	0	1
1/28/2027	40	0	0	40	0
1/29/2027	32	32	0	0	0
1/30/2027	15	15	0	0	0
1/31/2027	0	0	0	0	0
2/1/2027	35	35	0	0	0
2/2/2027	15	15	0	0	0
2/3/2027	0	0	0	0	1
2/4/2027	25	25	0	0	1
2/5/2027	70	70	0	0	1
2/6/2027	1295	0	0	1295	1
2/7/2027	822	0	0	822	1
2/8/2027	0	0	0	0	1
2/9/2027	246	0	0	246	1
2/10/2027	0	0	0	0	1
2/11/2027	0	0	0	0	1
2/12/2027	0	0	0	0	1
2/13/2027	0	0	0	0	1
2/14/2027	536	0	0	536	1
2/15/2027	426	35	0	391	1
2/16/2027	0	0	0	0	0
2/17/2027	0	0	0	0	0
2/18/2027	0	0	0	0	0
2/19/2027	251	251	0	0	0
2/20/2027	0	0	0	0	0
2/21/2027	0	0	0	0	0
2/22/2027	38	38	0	0	0
2/23/2027	0	0	0	0	1
2/24/2027	0	0	0	0	1
2/25/2027	0	0	0	0	0
2/26/2027	0	0	0	0	0
2/27/2027	0	0	0	0	0
2/28/2027	0	0	0	0	0
3/1/2027	0	0	0	0	1
3/2/2027	0	0	0	0	1
3/3/2027	0	0	0	0	1
3/4/2027	0	0	0	0	1
3/5/2027	0	0	0	0	1
3/6/2027	0	0	0	0	1
3/7/2027	19	19	0	0	1
3/8/2027	14	14	0	0	1
3/9/2027	20	20	0	0	1
3/10/2027	20	20	0	0	1
3/11/2027	10	10	0	0	1
3/12/2027	15	15	0	0	1
3/13/2027	0	0	0	0	1
3/14/2027	0	0	0	0	1
3/15/2027	0	0	0	0	1
3/16/2027	131	131	0	0	0
3/17/2027	10	10	0	0	0
3/18/2027	10	10	0	0	0
3/19/2027	10	10	0	0	0
3/20/2027	10	10	0	0	0
3/21/2027	1399	0	0	1399	1
3/22/2027	486	53	0	433	1
3/23/2027	261	61	0	200	1
3/24/2027	1646	62	0	1584	1
3/25/2027	100	100	0	0	1
3/26/2027	19	19	0	0	1
3/27/2027	97	97	0	0	1
3/28/2027	0	0	0	0	1
3/29/2027	88	35	0	53	1
3/30/2027	66	39	0	27	1
3/31/2027	0	0	0	0	1
4/1/2027	12	12	0	0	1
4/2/2027	0	0	0	0	1
4/3/2027	73	73	0	0	0
4/4/2027	0	0	0	0	0
4/5/2027	109	82	0	27	0
4/6/2027	20	20	0	0	0
4/7/2027	10	10	0	0	0
4/8/2027	20	20	0	0	1
4/9/2027	20	20	0	0	1
4/10/2027	18	18	0	0	1
4/11/2027	164	164	0	0	1
4/12/2027	0	0	0	0	0
4/13/2027	20	20	0	0	0
4/14/2027	10	10	0	0	0
4/15/2027	75	75	0	0	0
4/16/2027	37	0	0	37	0
4/17/2027	85	10	0	75	0
4/18/2027	80	80	0	0	1
4/19/2027	33	33	0	0	1
4/20/2027	135	10	0	125	1
4/21/2027	0	0	0	0	0
4/22/2027	0	0	0	0	0
4/23/2027	0	0	0	0	0
4/24/2027	0	0	0	0	0
4/25/2027	247	213	0	34	1
4/26/2027	75	75	0	0	1
4/27/2027	190	190	0	0	1
4/28/2027	0	0	0	0	1
4/29/2027	0	0	0	0	1
4/30/2027	0	0	0	0	0
5/1/2027	0	0	0	0	0
5/2/2027	0	0	0	0	0
5/3/2027	0	0	0	0	0
5/4/2027	0	0	0	0	0
5/5/2027	0	0	0	0	0
5/6/2027	0	0	0	0	0
5/7/2027	0	0	0	0	0
5/8/2027	25	25	0	0	0
5/9/2027	41	41	0	0	0
5/10/2027	0	0	0	0	1
5/11/2027	17	17	0	0	1
5/12/2027	0	0	0	0	1
5/13/2027	0	0	0	0	1
5/14/2027	277	0	0	277	1
5/15/2027	37	37	0	0	1
5/16/2027	0	0	0	0	1
5/17/2027	0	0	0	0	1
5/18/2027	54	54	0	0	1
5/19/2027	0	0	0	0	1
5/20/2027	0	0	0	0	0
5/21/2027	18	0	0	18	0
5/22/2027	182	42	0	140	0
5/23/2027	505	0	0	505	0
5/24/2027	15	15	0	0	1
5/25/2027	0	0	0	0	1
5/26/2027	100	100	0	0	1
5/27/2027	30	30	0	0	1
5/28/2027	0	0	0	0	1
5/29/2027	0	0	0	0	0
5/30/2027	74	44	0	30	0
5/31/2027	16	16	0	0	0
6/1/2027	46	46	0	0	0
6/2/2027	33	33	0	0	0
6/3/2027	36	36	0	0	0
6/4/2027	47	47	0	0	0
